code_module,code_presentation,id_student,gender,age-band,imd-band,high-education,region,prev-attempts,studied-credits,disability,avg-score,final-result,withdrawl
CCC,2014J,648781,M,0-35,90-100%,A Level or Equivalent,North Region,0,60,N,78.22222222,Pass,0
CCC,2014J,648818,F,0-35,,Post Graduate Qualification,Ireland,0,30,N,71.2,Pass,0
CCC,2014J,648819,M,0-35,0-10%,A Level or Equivalent,East Midlands Region,0,120,N,0,Withdrawn,1
CCC,2014J,648833,M,0-35,40-50%,Lower Than A Level,North Western Region,0,210,N,0,Withdrawn,1
CCC,2014J,648854,M,0-35,30-40%,Lower Than A Level,North Western Region,0,120,N,66.625,Pass,0
CCC,2014J,648868,M,0-35,60-70%,A Level or Equivalent,North Western Region,0,270,N,33,Withdrawn,1
CCC,2014J,648872,F,0-35,10-20,Lower Than A Level,Wales,0,120,N,67,Withdrawn,1
CCC,2014J,648959,M,0-35,80-90%,Lower Than A Level,South East Region,0,240,N,58.25,Fail,0
CCC,2014J,649001,M,35-55,20-30%,Lower Than A Level,London Region,0,60,N,43.33333333,Withdrawn,1
CCC,2014J,649105,F,35-55,60-70%,A Level or Equivalent,East Midlands Region,0,180,N,91.2,Distinction,0
CCC,2014J,649129,M,0-35,80-90%,A Level or Equivalent,South West Region,0,60,N,92.44444444,Distinction,0
CCC,2014J,649141,M,35-55,70-80%,A Level or Equivalent,Ireland,0,90,N,76.83333333,Withdrawn,1
CCC,2014J,649215,M,0-35,20-30%,Lower Than A Level,London Region,0,90,N,0,Withdrawn,1
CCC,2014J,649248,F,0-35,50-60%,Lower Than A Level,Yorkshire Region,0,90,N,0,Withdrawn,1
CCC,2014J,649343,M,0-35,50-60%,A Level or Equivalent,East Midlands Region,0,90,N,76.55555556,Pass,0
CCC,2014J,649394,M,0-35,30-40%,A Level or Equivalent,West Midlands Region,0,120,N,0,Withdrawn,1
CCC,2014J,649413,M,0-35,0-10%,A Level or Equivalent,Yorkshire Region,0,120,N,0,Withdrawn,1
CCC,2014J,649523,M,0-35,0-10%,Lower Than A Level,North Western Region,0,120,N,0,Withdrawn,1
CCC,2014J,649592,M,0-35,70-80%,A Level or Equivalent,Ireland,0,60,N,87.22222222,Distinction,0
CCC,2014J,649604,F,0-35,0-10%,No Formal quals,North Western Region,0,90,N,67.22222222,Pass,0
CCC,2014J,649607,F,0-35,40-50%,A Level or Equivalent,East Midlands Region,0,90,N,25,Withdrawn,1
CCC,2014J,649701,M,0-35,20-30%,Lower Than A Level,Yorkshire Region,0,120,N,0,Withdrawn,1
CCC,2014J,649761,M,35-55,10-20,A Level or Equivalent,Yorkshire Region,0,120,N,66.33333333,Fail,0
CCC,2014J,649780,M,0-35,60-70%,A Level or Equivalent,South West Region,0,90,Y,0,Withdrawn,1
CCC,2014J,649816,M,35-55,90-100%,Post Graduate Qualification,South Region,0,75,N,50.625,Fail,0
CCC,2014J,649840,M,0-35,40-50%,Lower Than A Level,South Region,0,90,N,66.25,Pass,0
CCC,2014J,649856,F,0-35,50-60%,A Level or Equivalent,Scotland,0,60,N,100,Fail,0
CCC,2014J,649868,M,0-35,40-50%,A Level or Equivalent,London Region,0,90,N,83.14285714,Pass,0
CCC,2014J,650070,M,0-35,70-80%,A Level or Equivalent,Scotland,0,90,Y,0,Withdrawn,1
CCC,2014J,650074,M,0-35,50-60%,A Level or Equivalent,Wales,0,120,N,0,Withdrawn,1
CCC,2014J,650085,M,0-35,80-90%,A Level or Equivalent,East Midlands Region,0,90,N,67,Withdrawn,1
CCC,2014J,650099,M,0-35,40-50%,HE Qualification,South Region,0,60,N,77,Pass,0
CCC,2014J,650105,M,0-35,70-80%,Lower Than A Level,Scotland,0,60,N,51,Fail,0
CCC,2014J,650133,F,0-35,70-80%,A Level or Equivalent,East Anglian Region,0,60,N,56,Withdrawn,1
CCC,2014J,650145,M,0-35,20-30%,Lower Than A Level,Wales,0,60,N,54.8,Fail,0
CCC,2014J,650163,F,0-35,40-50%,A Level or Equivalent,East Anglian Region,0,60,N,0,Withdrawn,1
CCC,2014J,650271,M,35-55,,HE Qualification,North Region,0,120,N,79.33333333,Fail,0
CCC,2014J,650341,F,0-35,30-40%,A Level or Equivalent,London Region,0,150,N,50.875,Fail,0
CCC,2014J,650370,F,0-35,10-20,HE Qualification,Scotland,0,90,N,88.55555556,Pass,0
CCC,2014J,650414,M,0-35,10-20,A Level or Equivalent,South East Region,0,120,N,0,Withdrawn,1
CCC,2014J,650424,M,0-35,0-10%,Lower Than A Level,West Midlands Region,0,120,N,0,Withdrawn,1
CCC,2014J,650511,M,35-55,70-80%,A Level or Equivalent,South Region,0,60,N,91.8,Distinction,0
CCC,2014J,650544,M,35-55,60-70%,Lower Than A Level,South Region,0,90,N,0,Withdrawn,1
CCC,2014J,650787,F,35-55,40-50%,A Level or Equivalent,East Anglian Region,0,120,N,48.875,Pass,0
CCC,2014J,650838,F,0-35,10-20,HE Qualification,London Region,0,120,N,0,Withdrawn,1
CCC,2014J,650849,F,0-35,70-80%,HE Qualification,Scotland,0,60,N,58.75,Withdrawn,1
CCC,2014J,650850,F,0-35,20-30%,A Level or Equivalent,South West Region,0,180,N,50.66666667,Withdrawn,1
CCC,2014J,650856,M,0-35,30-40%,Lower Than A Level,London Region,0,120,N,65.5,Pass,0
CCC,2014J,650863,F,0-35,70-80%,A Level or Equivalent,North Region,0,60,N,97.33333333,Distinction,0
CCC,2014J,650927,M,0-35,50-60%,A Level or Equivalent,Scotland,0,90,N,0,Withdrawn,1
CCC,2014J,651058,M,35-55,90-100%,A Level or Equivalent,London Region,0,90,N,78,Fail,0
CCC,2014J,651156,M,0-35,0-10%,A Level or Equivalent,Yorkshire Region,0,120,N,0,Withdrawn,1
CCC,2014J,651159,M,0-35,30-40%,A Level or Equivalent,North Western Region,0,120,N,90.2,Distinction,0
CCC,2014J,651187,M,0-35,20-30%,A Level or Equivalent,London Region,0,150,N,0,Withdrawn,1
CCC,2014J,651217,M,0-35,50-60%,A Level or Equivalent,East Midlands Region,0,30,N,72.5,Withdrawn,1
CCC,2014J,651236,M,0-35,80-90%,A Level or Equivalent,East Midlands Region,0,30,N,0,Fail,0
CCC,2014J,651267,M,0-35,10-20,A Level or Equivalent,South West Region,0,120,N,0,Fail,0
CCC,2014J,651298,M,0-35,40-50%,HE Qualification,North Western Region,0,60,N,0,Withdrawn,1
CCC,2014J,651325,M,0-35,40-50%,HE Qualification,North Western Region,0,90,N,0,Withdrawn,1
CCC,2014J,651371,M,0-35,50-60%,A Level or Equivalent,South Region,0,60,N,0,Withdrawn,1
CCC,2014J,651423,M,0-35,0-10%,A Level or Equivalent,North Western Region,0,60,N,87.66666667,Distinction,0
CCC,2014J,651495,M,35-55,,HE Qualification,North Region,0,120,N,97.11111111,Distinction,0
CCC,2014J,651508,F,0-35,10-20,A Level or Equivalent,London Region,0,120,N,83.22222222,Distinction,0
CCC,2014J,651616,M,35-55,20-30%,Lower Than A Level,West Midlands Region,0,120,N,0,Withdrawn,1
CCC,2014J,651651,M,35-55,10-20,Lower Than A Level,South East Region,0,120,N,0,Withdrawn,1
CCC,2014J,651734,M,0-35,20-30%,Lower Than A Level,South East Region,0,120,N,0,Withdrawn,1
CCC,2014J,651759,M,55<=,50-60%,HE Qualification,London Region,0,120,N,99.33333333,Distinction,0
CCC,2014J,651764,M,0-35,80-90%,A Level or Equivalent,East Anglian Region,0,90,N,97.88888889,Distinction,0
CCC,2014J,651823,M,0-35,10-20,A Level or Equivalent,South Region,0,60,N,67.55555556,Pass,0
CCC,2014J,651839,M,0-35,0-10%,A Level or Equivalent,North Region,0,120,N,0,Withdrawn,1
CCC,2014J,651850,M,0-35,80-90%,A Level or Equivalent,East Anglian Region,0,90,N,46.83333333,Withdrawn,1
CCC,2014J,651935,F,0-35,0-10%,A Level or Equivalent,West Midlands Region,0,120,N,85.55555556,Pass,0
CCC,2014J,651963,M,0-35,30-40%,Lower Than A Level,South East Region,0,120,N,0,Withdrawn,1
CCC,2014J,652023,M,0-35,50-60%,HE Qualification,East Anglian Region,0,30,N,73.11111111,Pass,0
CCC,2014J,652406,M,0-35,10-20,A Level or Equivalent,South East Region,0,120,N,0,Withdrawn,1
CCC,2014J,652428,M,0-35,50-60%,Lower Than A Level,Wales,0,120,N,56,Fail,0
CCC,2014J,652501,M,0-35,30-40%,A Level or Equivalent,South West Region,0,120,N,69,Pass,0
CCC,2014J,652570,M,0-35,30-40%,HE Qualification,Scotland,0,60,N,0,Withdrawn,1
CCC,2014J,652571,M,0-35,20-30%,A Level or Equivalent,London Region,0,60,N,0,Withdrawn,1
CCC,2014J,652894,M,0-35,30-40%,A Level or Equivalent,North Region,0,60,N,32.33333333,Fail,0
CCC,2014J,652902,M,0-35,40-50%,HE Qualification,London Region,0,120,N,99.33333333,Distinction,0
CCC,2014J,652945,M,0-35,80-90%,A Level or Equivalent,South Region,0,120,Y,0,Withdrawn,1
CCC,2014J,652971,M,35-55,30-40%,A Level or Equivalent,South East Region,0,90,N,0,Withdrawn,1
CCC,2014J,652994,M,0-35,10-20,Lower Than A Level,North Western Region,0,120,N,0,Withdrawn,1
CCC,2014J,653062,F,0-35,10-20,A Level or Equivalent,North Region,0,180,N,0,Withdrawn,1
CCC,2014J,653115,F,35-55,0-10%,HE Qualification,Yorkshire Region,0,120,N,78.33333333,Pass,0
CCC,2014J,653127,F,35-55,0-10%,HE Qualification,Scotland,0,90,N,97,Distinction,0
CCC,2014J,653177,F,35-55,20-30%,HE Qualification,West Midlands Region,0,90,N,36,Withdrawn,1
CCC,2014J,653278,M,35-55,0-10%,A Level or Equivalent,North Region,0,120,N,81.22222222,Pass,0
CCC,2014J,653352,M,0-35,30-40%,A Level or Equivalent,South East Region,0,90,N,0,Withdrawn,1
CCC,2014J,653452,F,0-35,30-40%,A Level or Equivalent,South West Region,0,120,N,69.71428571,Pass,0
CCC,2014J,653506,M,0-35,10-20,Lower Than A Level,South East Region,0,90,N,6,Withdrawn,1
CCC,2014J,653700,M,0-35,70-80%,HE Qualification,Wales,0,60,N,88,Fail,0
CCC,2014J,653726,F,0-35,40-50%,A Level or Equivalent,Yorkshire Region,0,60,N,0,Withdrawn,1
CCC,2014J,653821,F,0-35,70-80%,No Formal quals,East Anglian Region,0,60,N,84,Pass,0
CCC,2014J,653887,M,0-35,80-90%,HE Qualification,Scotland,0,60,N,58,Withdrawn,1
CCC,2014J,653977,M,35-55,10-20,Lower Than A Level,South West Region,0,90,N,0,Withdrawn,1
CCC,2014J,653998,M,0-35,60-70%,Lower Than A Level,Scotland,0,60,N,0,Withdrawn,1
CCC,2014J,654000,M,0-35,,Post Graduate Qualification,Ireland,0,120,N,62.66666667,Pass,0
CCC,2014J,654002,M,0-35,30-40%,A Level or Equivalent,Wales,0,150,N,93,Distinction,0
CCC,2014J,654016,F,35-55,20-30%,HE Qualification,Scotland,0,30,N,89.66666667,Pass,0
CCC,2014J,654031,M,35-55,,A Level or Equivalent,North Region,0,60,Y,80.66666667,Pass,0
CCC,2014J,654095,M,0-35,50-60%,Lower Than A Level,East Anglian Region,0,120,N,0,Fail,0
CCC,2014J,654114,M,0-35,0-10%,Lower Than A Level,Yorkshire Region,0,120,N,58.6,Pass,0
CCC,2014J,654188,F,0-35,0-10%,A Level or Equivalent,North Western Region,0,120,N,63,Fail,0
CCC,2014J,654202,M,35-55,50-60%,A Level or Equivalent,South East Region,0,60,N,0,Withdrawn,1
CCC,2014J,654258,M,0-35,60-70%,A Level or Equivalent,London Region,0,30,N,0,Withdrawn,1
CCC,2014J,654295,F,35-55,10-20,A Level or Equivalent,Ireland,0,90,N,81.4,Withdrawn,1
CCC,2014J,654322,M,0-35,60-70%,A Level or Equivalent,London Region,0,120,Y,89.55555556,Distinction,0
CCC,2014J,654407,M,0-35,0-10%,Lower Than A Level,North Region,0,150,N,0,Withdrawn,1
CCC,2014J,654504,M,0-35,60-70%,A Level or Equivalent,Scotland,0,120,N,64.22222222,Pass,0
CCC,2014J,654539,F,0-35,50-60%,Post Graduate Qualification,Scotland,0,90,N,90.33333333,Distinction,0
CCC,2014J,654646,M,0-35,60-70%,Lower Than A Level,South Region,0,30,N,96.75,Distinction,0
CCC,2014J,654671,F,0-35,20-30%,A Level or Equivalent,South Region,0,150,Y,0,Withdrawn,1
CCC,2014J,654755,M,0-35,20-30%,A Level or Equivalent,London Region,0,60,N,24,Withdrawn,1
CCC,2014J,654817,M,0-35,,Post Graduate Qualification,Ireland,0,60,N,80.6,Distinction,0
CCC,2014J,654828,M,0-35,0-10%,A Level or Equivalent,North Region,0,120,N,0,Withdrawn,1
CCC,2014J,654888,M,0-35,80-90%,A Level or Equivalent,East Midlands Region,0,90,N,0,Withdrawn,1
CCC,2014J,654915,M,0-35,60-70%,HE Qualification,South East Region,0,30,N,91.11111111,Distinction,0
CCC,2014J,654960,M,0-35,80-90%,A Level or Equivalent,East Anglian Region,0,120,N,0,Withdrawn,1
CCC,2014J,655051,M,0-35,30-40%,A Level or Equivalent,West Midlands Region,0,150,N,50.875,Pass,0
CCC,2014J,655108,M,0-35,60-70%,Lower Than A Level,West Midlands Region,0,120,N,91.66666667,Pass,0
CCC,2014J,655293,M,0-35,80-90%,A Level or Equivalent,Wales,0,120,Y,0,Withdrawn,1
CCC,2014J,655353,M,35-55,70-80%,HE Qualification,London Region,0,150,N,85.11111111,Pass,0
CCC,2014J,655378,M,35-55,60-70%,A Level or Equivalent,East Midlands Region,0,60,N,76.55555556,Pass,0
CCC,2014J,655390,F,0-35,,Lower Than A Level,North Region,0,120,N,85.22222222,Pass,0
CCC,2014J,655408,M,35-55,50-60%,A Level or Equivalent,South East Region,0,60,N,33,Withdrawn,1
CCC,2014J,655484,M,0-35,10-20,A Level or Equivalent,East Anglian Region,0,90,Y,67,Withdrawn,1
CCC,2014J,655498,F,0-35,50-60%,A Level or Equivalent,South West Region,0,120,N,86,Pass,0
CCC,2014J,655627,M,0-35,30-40%,Lower Than A Level,Yorkshire Region,0,120,N,0,Withdrawn,1
CCC,2014J,655761,M,0-35,20-30%,Lower Than A Level,East Midlands Region,0,120,N,0,Withdrawn,1
CCC,2014J,655890,F,35-55,80-90%,A Level or Equivalent,Scotland,0,30,N,96.11111111,Distinction,0
CCC,2014J,655919,M,0-35,70-80%,Lower Than A Level,West Midlands Region,0,60,N,62,Pass,0
CCC,2014J,655927,M,0-35,40-50%,A Level or Equivalent,Ireland,0,120,N,69,Pass,0
CCC,2014J,655953,F,0-35,50-60%,Lower Than A Level,West Midlands Region,0,120,Y,0,Withdrawn,1
CCC,2014J,655973,M,0-35,90-100%,A Level or Equivalent,East Anglian Region,0,120,N,79.14285714,Pass,0
CCC,2014J,655988,M,35-55,70-80%,A Level or Equivalent,East Anglian Region,0,90,N,87.5,Withdrawn,1
CCC,2014J,656026,M,0-35,10-20,Lower Than A Level,London Region,0,120,N,0,Withdrawn,1
CCC,2014J,656068,M,0-35,20-30%,Lower Than A Level,East Anglian Region,0,120,N,0,Withdrawn,1
CCC,2014J,656203,M,0-35,80-90%,A Level or Equivalent,East Anglian Region,0,90,N,63.85714286,Fail,0
CCC,2014J,656277,F,0-35,,Post Graduate Qualification,Ireland,0,90,N,84.33333333,Pass,0
CCC,2014J,656287,F,0-35,20-30%,HE Qualification,London Region,0,60,N,97.2,Distinction,0
CCC,2014J,656340,M,0-35,60-70%,A Level or Equivalent,North Western Region,0,120,N,81.88888889,Pass,0
CCC,2014J,656347,M,0-35,,No Formal quals,North Region,0,60,N,80.875,Pass,0
CCC,2014J,656535,M,0-35,90-100%,A Level or Equivalent,South Region,0,120,N,0,Withdrawn,1
CCC,2014J,656539,F,0-35,,A Level or Equivalent,North Region,0,90,N,82.33333333,Withdrawn,1
CCC,2014J,656634,M,0-35,0-10%,Lower Than A Level,South West Region,0,120,N,100,Withdrawn,1
CCC,2014J,656642,M,0-35,20-30%,HE Qualification,Ireland,0,30,N,56.22222222,Pass,0
CCC,2014J,656683,M,35-55,60-70%,HE Qualification,South Region,0,60,N,92.22222222,Pass,0
CCC,2014J,656878,F,0-35,60-70%,A Level or Equivalent,East Midlands Region,0,120,N,0,Withdrawn,1
CCC,2014J,656929,F,0-35,10-20,A Level or Equivalent,London Region,0,210,N,54.42857143,Fail,0
CCC,2014J,656954,M,0-35,70-80%,Lower Than A Level,North Western Region,0,90,N,67,Withdrawn,1
CCC,2014J,656978,M,0-35,0-10%,Lower Than A Level,North Region,0,120,N,0,Withdrawn,1
CCC,2014J,657048,M,0-35,0-10%,HE Qualification,Scotland,0,120,N,55.8,Withdrawn,1
CCC,2014J,657050,F,35-55,,HE Qualification,North Region,0,90,N,95.44444444,Distinction,0
CCC,2014J,657145,M,0-35,80-90%,A Level or Equivalent,North Western Region,0,120,N,93,Distinction,0
CCC,2014J,657210,M,0-35,20-30%,Lower Than A Level,Scotland,0,60,N,67,Fail,0
CCC,2014J,657211,M,0-35,40-50%,A Level or Equivalent,South Region,0,120,N,0,Withdrawn,1
CCC,2014J,657285,F,0-35,0-10%,HE Qualification,North Western Region,0,60,N,85.2,Distinction,0
CCC,2014J,657319,M,35-55,70-80%,Lower Than A Level,East Anglian Region,0,180,N,0,Withdrawn,1
CCC,2014J,657352,M,0-35,90-100%,A Level or Equivalent,London Region,0,150,N,66.33333333,Pass,0
CCC,2014J,665414,M,55<=,90-100%,HE Qualification,London Region,0,30,N,95.8,Distinction,0
CCC,2014J,669530,F,55<=,60-70%,HE Qualification,West Midlands Region,0,90,N,51.6,Pass,0
CCC,2014J,674430,M,0-35,80-90%,A Level or Equivalent,Wales,0,60,Y,69.66666667,Withdrawn,1
CCC,2014J,674497,M,0-35,60-70%,A Level or Equivalent,Wales,0,120,N,76.77777778,Pass,0
CCC,2014J,674541,M,35-55,,HE Qualification,North Region,0,30,N,94.11111111,Distinction,0
CCC,2014J,674699,F,0-35,90-100%,No Formal quals,South Region,0,120,N,77.66666667,Pass,0
CCC,2014J,674808,F,0-35,40-50%,HE Qualification,Scotland,0,60,N,66.66666667,Pass,0
CCC,2014J,674814,M,0-35,80-90%,Lower Than A Level,East Midlands Region,0,240,N,0,Withdrawn,1
CCC,2014J,674882,M,0-35,50-60%,A Level or Equivalent,Scotland,0,60,N,65.16666667,Pass,0
CCC,2014J,674965,M,0-35,30-40%,A Level or Equivalent,North Region,0,210,N,89,Distinction,0
CCC,2014J,675054,M,0-35,30-40%,HE Qualification,London Region,0,120,N,72.625,Pass,0
CCC,2014J,675063,M,0-35,,HE Qualification,North Region,0,90,N,96.55555556,Distinction,0
CCC,2014J,675111,M,0-35,,A Level or Equivalent,North Region,0,60,N,88.22222222,Pass,0
CCC,2014J,675116,F,0-35,30-40%,Lower Than A Level,London Region,0,240,N,0,Withdrawn,1
CCC,2014J,675374,M,35-55,70-80%,HE Qualification,South Region,0,60,N,80,Pass,0
CCC,2014J,675383,M,0-35,70-80%,Lower Than A Level,South Region,0,90,N,95,Distinction,0
CCC,2014J,675396,M,35-55,0-10%,Lower Than A Level,North Region,0,30,N,77.11111111,Fail,0
CCC,2014J,675441,M,0-35,80-90%,HE Qualification,South East Region,0,60,N,0,Fail,0
CCC,2014J,675442,M,0-35,20-30%,Lower Than A Level,North Region,0,60,N,56,Withdrawn,1
CCC,2014J,675450,M,0-35,70-80%,A Level or Equivalent,Wales,0,90,N,0,Withdrawn,1
CCC,2014J,675477,F,0-35,30-40%,Lower Than A Level,Wales,0,30,Y,70.42857143,Pass,0
CCC,2014J,675495,M,35-55,30-40%,Lower Than A Level,North Western Region,0,60,N,59.4,Withdrawn,1
CCC,2014J,675504,F,0-35,40-50%,A Level or Equivalent,South West Region,0,90,N,93.88888889,Distinction,0
CCC,2014J,675638,F,0-35,20-30%,HE Qualification,North Western Region,0,120,N,96.2,Distinction,0
CCC,2014J,675758,M,0-35,0-10%,Lower Than A Level,Yorkshire Region,0,60,N,0,Withdrawn,1
CCC,2014J,675760,F,0-35,60-70%,A Level or Equivalent,London Region,0,60,N,97.2,Distinction,0
CCC,2014J,675823,M,35-55,,HE Qualification,North Region,0,30,N,80.5,Withdrawn,1
CCC,2014J,675875,F,0-35,,HE Qualification,North Region,0,210,N,98.22222222,Distinction,0
CCC,2014J,675902,F,0-35,20-30%,Lower Than A Level,London Region,0,60,N,69.42857143,Pass,0
CCC,2014J,675915,F,0-35,30-40%,A Level or Equivalent,South West Region,0,150,N,28.5,Fail,0
CCC,2014J,676138,F,0-35,10-20,A Level or Equivalent,Wales,0,120,N,0,Withdrawn,1
CCC,2014J,676150,M,0-35,90-100%,A Level or Equivalent,Scotland,0,60,N,0,Fail,0
CCC,2014J,676366,M,0-35,70-80%,A Level or Equivalent,Wales,0,120,N,0,Withdrawn,1
CCC,2014J,676390,M,35-55,60-70%,HE Qualification,West Midlands Region,0,90,N,76.11111111,Pass,0
CCC,2014J,676469,M,0-35,30-40%,A Level or Equivalent,Yorkshire Region,0,150,N,73.25,Fail,0
CCC,2014J,676503,M,35-55,90-100%,A Level or Equivalent,London Region,0,60,N,98.4,Distinction,0
CCC,2014J,676526,M,0-35,40-50%,A Level or Equivalent,Scotland,0,90,N,89.66666667,Fail,0
CCC,2014J,676538,M,0-35,0-10%,Lower Than A Level,London Region,0,150,N,69,Pass,0
CCC,2014J,676650,M,35-55,,Post Graduate Qualification,North Region,0,60,N,98.44444444,Distinction,0
CCC,2014J,676736,F,0-35,40-50%,Lower Than A Level,East Anglian Region,0,120,N,0,Withdrawn,1
CCC,2014J,676760,F,0-35,10-20,Lower Than A Level,London Region,0,30,N,0,Withdrawn,1
CCC,2014J,676783,M,0-35,0-10%,HE Qualification,Yorkshire Region,0,60,N,45,Withdrawn,1
CCC,2014J,676884,M,0-35,70-80%,A Level or Equivalent,East Midlands Region,0,90,N,0,Withdrawn,1
CCC,2014J,676909,M,0-35,70-80%,HE Qualification,East Anglian Region,0,60,N,91.88888889,Distinction,0
CCC,2014J,676916,F,35-55,80-90%,A Level or Equivalent,London Region,0,180,N,80.57142857,Pass,0
CCC,2014J,676964,F,35-55,60-70%,Lower Than A Level,East Anglian Region,0,120,N,83.55555556,Pass,0
CCC,2014J,677006,M,0-35,90-100%,HE Qualification,Wales,0,90,N,80.55555556,Pass,0
CCC,2014J,677018,M,0-35,10-20,A Level or Equivalent,London Region,0,120,N,85.22222222,Pass,0
CCC,2014J,677085,M,0-35,,HE Qualification,North Region,0,150,N,73.88888889,Pass,0
CCC,2014J,677089,F,35-55,50-60%,A Level or Equivalent,East Midlands Region,0,60,N,96.28571429,Distinction,0
CCC,2014J,677270,M,0-35,50-60%,Lower Than A Level,Scotland,0,120,N,0,Withdrawn,1
CCC,2014J,677323,F,0-35,10-20,Lower Than A Level,Yorkshire Region,0,60,N,0,Withdrawn,1
CCC,2014J,677349,F,0-35,10-20,A Level or Equivalent,South West Region,0,150,N,87.22222222,Distinction,0
CCC,2014J,677382,M,0-35,10-20,A Level or Equivalent,East Midlands Region,0,120,N,0,Withdrawn,1
CCC,2014J,677459,M,0-35,40-50%,HE Qualification,Scotland,0,120,N,63.11111111,Pass,0
CCC,2014J,677566,F,0-35,30-40%,A Level or Equivalent,Yorkshire Region,0,120,N,0,Withdrawn,1
CCC,2014J,677641,M,35-55,50-60%,HE Qualification,North Western Region,0,60,N,94.33333333,Distinction,0
CCC,2014J,677721,M,0-35,20-30%,A Level or Equivalent,Scotland,0,240,N,0,Withdrawn,1
CCC,2014J,677741,M,0-35,70-80%,A Level or Equivalent,South Region,0,60,N,92.33333333,Distinction,0
CCC,2014J,677887,M,0-35,30-40%,Lower Than A Level,London Region,0,90,N,0,Withdrawn,1
CCC,2014J,678088,M,35-55,80-90%,Lower Than A Level,South Region,0,180,N,0,Withdrawn,1
CCC,2014J,678089,F,0-35,0-10%,A Level or Equivalent,East Anglian Region,0,120,N,95.33333333,Distinction,0
CCC,2014J,678090,M,0-35,90-100%,Lower Than A Level,East Anglian Region,0,90,N,0,Withdrawn,1
CCC,2014J,678194,M,35-55,90-100%,A Level or Equivalent,Wales,0,60,N,66.22222222,Fail,0
CCC,2014J,678203,M,0-35,50-60%,Lower Than A Level,Yorkshire Region,0,120,N,59.42857143,Pass,0
CCC,2014J,678204,M,0-35,40-50%,HE Qualification,South Region,0,120,N,85.11111111,Pass,0
CCC,2014J,678339,F,0-35,20-30%,Lower Than A Level,North Western Region,0,120,Y,78.375,Pass,0
CCC,2014J,678382,M,0-35,30-40%,Lower Than A Level,South West Region,0,120,N,0,Withdrawn,1
CCC,2014J,678393,M,0-35,30-40%,HE Qualification,Scotland,0,60,N,73.4,Fail,0
CCC,2014J,678395,M,0-35,90-100%,A Level or Equivalent,East Midlands Region,0,120,N,98.8,Distinction,0
CCC,2014J,678408,F,0-35,,Post Graduate Qualification,Ireland,0,120,N,82.8,Pass,0
CCC,2014J,678419,M,0-35,80-90%,HE Qualification,East Anglian Region,0,60,N,71,Pass,0
CCC,2014J,678474,M,0-35,10-20,A Level or Equivalent,Scotland,0,120,N,0,Fail,0
CCC,2014J,678538,M,0-35,40-50%,Lower Than A Level,Wales,0,90,N,0,Withdrawn,1
CCC,2014J,678790,M,0-35,90-100%,A Level or Equivalent,Wales,0,120,N,70.75,Pass,0
CCC,2014J,678811,F,0-35,50-60%,Lower Than A Level,North Region,0,120,N,0,Withdrawn,1
CCC,2014J,678843,M,35-55,40-50%,HE Qualification,Scotland,0,60,N,0,Withdrawn,1
CCC,2014J,678860,M,35-55,30-40%,HE Qualification,East Anglian Region,0,60,N,93.4,Withdrawn,1
CCC,2014J,679037,M,0-35,0-10%,HE Qualification,London Region,0,120,N,0,Withdrawn,1
CCC,2014J,679039,F,0-35,20-30%,A Level or Equivalent,South East Region,0,90,N,56.44444444,Pass,0
CCC,2014J,679114,F,0-35,40-50%,A Level or Equivalent,West Midlands Region,0,120,N,0,Withdrawn,1
CCC,2014J,679128,F,0-35,50-60%,A Level or Equivalent,Yorkshire Region,0,90,N,92.8,Distinction,0
CCC,2014J,679179,M,0-35,20-30%,HE Qualification,Scotland,0,90,N,75,Fail,0
CCC,2014J,679207,M,35-55,30-40%,Lower Than A Level,North Western Region,0,90,N,0,Withdrawn,1
CCC,2014J,679271,F,0-35,90-100%,A Level or Equivalent,East Midlands Region,0,60,N,41,Withdrawn,1
CCC,2014J,679325,F,0-35,70-80%,Lower Than A Level,South Region,0,120,N,0,Withdrawn,1
CCC,2014J,679363,M,35-55,40-50%,Lower Than A Level,Scotland,0,60,N,47,Fail,0
CCC,2014J,679386,M,0-35,70-80%,Lower Than A Level,South West Region,0,120,N,59.11111111,Pass,0
CCC,2014J,679431,M,0-35,10-20,A Level or Equivalent,London Region,0,150,N,97.88888889,Distinction,0
CCC,2014J,679451,F,0-35,10-20,Lower Than A Level,Yorkshire Region,0,60,N,94,Distinction,0
CCC,2014J,679468,M,0-35,,Post Graduate Qualification,North Region,0,120,N,0,Withdrawn,1
CCC,2014J,679529,M,0-35,20-30%,Lower Than A Level,Wales,0,90,N,47.66666667,Withdrawn,1
CCC,2014J,679539,F,0-35,10-20,Lower Than A Level,West Midlands Region,0,60,N,0,Fail,0
CCC,2014J,679569,M,0-35,,HE Qualification,Scotland,0,60,N,64.22222222,Fail,0
CCC,2014J,679599,F,0-35,70-80%,A Level or Equivalent,North Western Region,0,120,N,87.5,Withdrawn,1
CCC,2014J,679663,M,0-35,80-90%,A Level or Equivalent,Scotland,0,30,N,64.71428571,Pass,0
CCC,2014J,679733,M,0-35,10-20,Lower Than A Level,Wales,0,150,N,98.22222222,Distinction,0
CCC,2014J,679750,M,0-35,30-40%,Lower Than A Level,South Region,0,30,N,83.11111111,Pass,0
CCC,2014J,679886,M,35-55,30-40%,HE Qualification,London Region,0,60,N,91.88888889,Distinction,0
